지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),합계 일조시간(hr),최심적설(cm)
236,부여,1975-08,26.5,35.3,17.9,1002.4,81,199.1,1.2,320.6,
236,부여,1975-09,22.4,33.1,11.2,1005.9,84,185.2,1.2,246.5,
236,부여,1975-10,15.1,26.4,3.8,1017.6,79,39.2,1.3,249.5,
236,부여,1975-11,8.6,19.2,-6,1022.2,79,35.3,1.2,208.9,
236,부여,1975-12,-.8,17.3,-14.4,1022.9,79,53.4,.7,229.8,5.6
236,부여,1976-01,-3.4,9.2,-17.4,1022.7,82,18.2,1.1,250.2,9.8
236,부여,1976-02,2.9,16.3,-7,1019.1,82,117.7,1.4,196.7,.5
236,부여,1976-03,5.2,17.7,-6.6,1018.8,75,13.7,1.6,283.6,
236,부여,1976-04,10.9,24.3,-3,1015.1,69,109.2,1.7,285.9,
236,부여,1976-05,16.2,30.4,3.9,1010.3,69,39.3,1.6,335.7,
236,부여,1976-06,20.9,33.6,10.9,1007.4,75,81.7,1.6,315.9,
236,부여,1976-07,23,33.8,13,1007,81,77.7,1.3,289.4,
236,부여,1976-08,25.1,33,17,1007.3,84,351.3,1.4,264.4,
236,부여,1976-09,19,30.5,7.2,1009.3,78,37.7,1.2,286.4,
236,부여,1976-10,13.1,25.8,-1.7,1016.7,76,54,1.2,245.6,
236,부여,1976-11,4.2,20.6,-4.5,1023.3,76,30.2,1.6,202.5,4.3
236,부여,1976-12,1,14.1,-14.6,1021.8,78,49.3,1.7,197.5,4.6
236,부여,1977-01,-5.5,6.8,-16.5,1026.4,70,1.5,1.4,241.8,4
236,부여,1977-02,-2.6,17,-16.6,1024.1,69,.3,1.6,248.5,.3
236,부여,1977-03,5.3,20.8,-11.2,1020.2,70,39.7,2.1,258.8,.5
236,부여,1977-04,12.3,24.8,-1.6,1013.1,74,196.6,2,293,
236,부여,1977-05,17.1,29,7.5,1010.9,74,80.4,1.4,329.5,
236,부여,1977-06,22.5,33.1,13.2,1005,72,51.3,1.6,338.1,
236,부여,1977-07,26.3,36.3,20,1005.9,84,195.4,1.2,307.9,
236,부여,1977-08,24.2,34.9,14.2,1004.8,78,191,1.4,315.6,
236,부여,1977-09,21.4,32.6,6,1011.7,80,73,1.2,287.5,
236,부여,1977-10,15,30.5,1.5,1019.4,76,2.5,1,282.7,
236,부여,1977-11,7.4,22.3,-3.5,1021.6,77,80.7,1.5,188.1,5.9
236,부여,1977-12,2.2,15.2,-9.9,1023.1,80,40.2,1.1,187.5,2.2
236,부여,1978-01,-1.5,9.4,-12.5,1020.1,76,16.2,1.5,218.1,6.6
236,부여,1978-02,-1.4,12.6,-16.6,1022.1,73,29.8,1.9,228.9,5.7
236,부여,1978-03,4.3,18.9,-7.5,1017.7,69,67.4,1.9,291.3,
236,부여,1978-04,11,28,-3.1,1012.5,68,20.6,2,310.1,
236,부여,1978-05,17.9,31.6,2.7,1012.1,63,8.8,1.5,349.4,
236,부여,1978-06,21.9,32.6,6.8,1006.7,78,309.6,1.7,276.4,
236,부여,1978-07,27,35.3,19.8,1006.2,84,347.7,1.3,298.9,
236,부여,1978-08,26.1,34.2,18,1007.6,83,263.1,1.2,289.4,
236,부여,1978-09,20,31.3,8.5,1012.8,83,48.5,1,238.4,
236,부여,1978-10,13.6,28.6,1.5,1019.6,79,91.6,1.1,274,
236,부여,1978-11,7.1,18,-6.7,1022.6,83,14.7,.9,203.6,10.2
236,부여,1978-12,1.8,17.1,-10.2,1025.1,80,29.8,1.1,212.2,0
236,부여,1979-01,1.1,14.9,-9.5,1021.9,80,33.1,1.4,196.8,14.9
236,부여,1979-02,1.6,19.5,-12.2,1017.7,79,88.2,1.7,202,14.5
236,부여,1979-03,5.4,21,-6.1,1017.7,74,95.7,1.5,274.3,
236,부여,1979-04,11.2,25.3,-2.3,1015.6,71,123.7,2,281.7,
236,부여,1979-05,15.9,30,4.1,1011,76,86.5,1.5,323,
236,부여,1979-06,22,31.4,11.9,1008.1,83,292.1,1.6,260.6,
236,부여,1979-07,24.6,33.6,17.7,1005.7,85,176.6,1.4,285.1,
236,부여,1979-08,25.2,35.1,11.4,1006.7,84,252.5,1.1,293,
236,부여,1979-09,18.8,29.5,5.8,1013.9,82,221.2,1,227,
236,부여,1979-10,14,26.4,1.1,1016.8,80,30.5,1.1,288.2,
236,부여,1979-11,5.8,24.1,-11.2,1023.7,77,25.4,1.2,197.5,4.8
236,부여,1979-12,1.4,13.4,-7.9,1025.3,80,46.8,.8,190.7,5.1
236,부여,1980-01,-2.6,13.6,-18.5,1021.8,78,35.1,1.7,199.8,6.4
236,부여,1980-02,-2.4,13.9,-14.9,1024.9,77,8.6,1.4,251.3,3.7
236,부여,1980-03,4.8,20.2,-4.9,1019.9,71,57.1,1.5,269,
236,부여,1980-04,10.4,23.5,-1.5,1016.1,72,174.8,2,252.3,
236,부여,1980-05,16.3,30.4,4.9,1011.4,72,182.4,1.6,314.8,
236,부여,1980-06,21.5,32.7,12.1,1008.6,81,338.2,1.4,247.5,
236,부여,1980-07,23.1,31.1,17.4,1005.5,87,256.3,1.3,196.2,
236,부여,1980-08,22.8,30.5,17.2,1007.7,85,190.1,1.1,236.4,
236,부여,1980-09,18.3,29.5,4.8,1013.4,81,21.5,1,265.7,
236,부여,1980-10,12.4,25.7,-1.6,1018.3,79,117.4,1.2,230,
236,부여,1980-11,7.7,21.5,-4,1020.7,81,26.8,1.1,202.2,
236,부여,1980-12,-2.2,12.6,-14.6,1020.4,82,57,1.2,214.3,18.2
236,부여,1981-01,-7.6,4.9,-22.1,1025.1,78,17.5,1.1,257.9,18.3
236,부여,1981-02,-1.4,11.1,-15.4,1021.3,78,23.6,1.5,223.1,5.8
236,부여,1981-03,5.8,23,-6.4,1018.7,70,27.4,1.7,275.6,.2
236,부여,1981-04,11.3,24.7,-3.5,1014.4,73,42.5,1.3,284.4,
236,부여,1981-05,15.9,29.3,.4,1010.2,71,27.8,1.5,312.2,
236,부여,1981-06,21.5,33,7.8,1008,77,143.6,1,291.4,
236,부여,1981-07,26,36.1,19.2,1007.2,86,441.3,1.2,262.3,
236,부여,1981-08,24,33.5,16,1004.4,86,311.4,.9,260.1,
236,부여,1981-09,19,31.2,6.8,1012.6,83,208.4,.9,264.1,
236,부여,1981-10,12.1,24.7,.4,1017.4,81,56.5,1,245.7,
236,부여,1981-11,3.5,14.9,-7.7,1024,78,26.5,1,199.6,
236,부여,1981-12,-.3,12.3,-11.9,1025.5,82,12.8,.9,212.8,4.2
236,부여,1982-01,-2.7,9.8,-17,1023.7,81,21.3,1.2,217.1,7.2
236,부여,1982-02,.4,13.4,-11.6,1022.7,77,13.5,1.2,238.2,7.7
236,부여,1982-03,5.6,18.9,-5.8,1018,72,52.8,1.5,281.8,
236,부여,1982-04,11.4,26.9,-1.4,1016.8,70,38.6,1.4,292.3,
236,부여,1982-05,17.9,32.1,6,1010.9,78,118.3,1.4,299.6,
236,부여,1982-06,21.8,32.4,10.3,1007.4,76,14.1,1,336.7,
236,부여,1982-07,24.6,33.9,16,1005.4,82,226.5,1,293.7,
236,부여,1982-08,25.2,35.7,17.6,1007.3,86,278.4,1.1,256.4,
236,부여,1982-09,19.1,31.6,7,1013.7,78,4,.9,295.5,
236,부여,1982-10,14.4,28.1,-3.4,1017.8,79,54.9,.7,260.5,
236,부여,1982-11,8,21.3,-5.6,1021,81,153.9,1.1,166.6,
236,부여,1982-12,.7,12.4,-8.3,1023.6,79,45.1,1.1,192.6,1.6
236,부여,1983-01,-1.6,10.9,-12.1,1027.3,81,8,1,199.8,5.5
236,부여,1983-02,-1.1,13.4,-16.1,1022.8,79,28.7,1.5,209.6,13.4
236,부여,1983-03,6,21.5,-5.2,1018.9,76,63.6,1.5,248.9,
236,부여,1983-04,12.5,25.4,-3.2,1013.2,77,126.6,1.6,261.3,
236,부여,1983-05,17.9,29.9,3.9,1011.6,76,100.4,1,298,
236,부여,1983-06,21.7,33.5,8.3,1007.6,78,120.7,.9,309.5,
236,부여,1983-07,23.8,31.8,16.8,1005.1,89,271,1,218.4,
236,부여,1983-08,25.6,36.1,18.2,1007.5,86,160.7,.9,270.3,
236,부여,1983-09,21.8,33.6,12.3,1011.5,84,139.5,.8,226.8,
236,부여,1983-10,13.5,27.2,-2.4,1019.2,79,29.8,.6,224.6,
236,부여,1983-11,5.7,20.9,-6.1,1021.9,80,34,.7,179.1,31.8
236,부여,1983-12,-1.4,13.2,-15.1,1023.9,75,5.1,.8,225.8,4.7
236,부여,1984-01,-4.9,8.2,-15.1,1025.1,69,12.6,1,223.1,5.5
236,부여,1984-02,-2.5,10.9,-16.6,1024.1,67,13.3,1.6,231.1,.5
236,부여,1984-03,2.5,18.1,-8.6,1019.8,71,15.3,1.5,272.7,12.5
236,부여,1984-04,11.8,24.2,-3.4,1016.9,73,106.8,1.4,250.8,
236,부여,1984-05,17.7,29.9,5.5,1012.6,74,64.7,1.1,317.4,
236,부여,1984-06,22.4,33.8,12.9,1006.5,81,160.8,1.2,272.6,
236,부여,1984-07,25.3,34.9,16.5,1004.1,88,268.5,1,237.2,
236,부여,1984-08,26.7,36.1,19.2,1008,86,230.4,1,292.6,
236,부여,1984-09,19.5,29.7,6.2,1012.5,85,196.9,.8,236.8,
236,부여,1984-10,12.5,25.2,-2,1018.6,77,29.3,1,273.5,
236,부여,1984-11,7.3,23,-6.8,1023.3,79,67.3,1,199.2,
236,부여,1984-12,-.1,14.3,-15.8,1023.9,81,30.1,1.2,190.6,10.7
236,부여,1985-01,-4.3,6.1,-16.2,1026,76,17.2,1.4,225.2,7.3
236,부여,1985-02,.7,13,-9.6,1018.9,78,25.6,1.7,189.9,5.5
236,부여,1985-03,4.6,19.8,-6.7,1023.5,70,82.8,1.6,257.9,
236,부여,1985-04,11.3,26.9,-3.8,1015.2,73,63.2,1.6,285,
236,부여,1985-05,18.1,29,8.3,1014.1,75,145.6,1.4,273.5,
236,부여,1985-06,21.9,31.9,13,1010.6,79,36.5,1,265.7,
236,부여,1985-07,25.2,36.1,17.9,1008.2,87,311.6,1,254.9,
236,부여,1985-08,26.4,35.9,19.4,1009.4,85,297.9,1.1,264,
236,부여,1985-09,20.5,32.3,6.7,1016.8,86,358.3,1.1,197.1,
236,부여,1985-10,14,25.5,2.8,1020.3,83,150.9,.9,210.8,
236,부여,1985-11,6.4,20.7,-3.2,1021.9,82,104.7,1.3,141.3,7.6
236,부여,1985-12,-1.9,11,-14.1,1026.8,79,45.4,1.3,208.4,8.2
236,부여,1986-01,-4.5,9.2,-19.4,1026.1,77,17.4,1.2,220.8,6.7
236,부여,1986-02,-2.4,8.2,-12.8,1026,72,12.4,1.5,235.9,5.7
236,부여,1986-03,4.7,19.4,-6.4,1020.1,76,50.5,1.4,250.5,
236,부여,1986-04,11.4,24.5,-4,1014,66,37.4,1.6,279.9,
236,부여,1986-05,16.5,28.4,6.2,1005.2,74,128.7,1.6,305.7,
236,부여,1986-06,21.7,32.2,13,1005.2,80,181.1,1.3,243.7,
236,부여,1986-07,23.6,34,15.2,1006.2,86,290.9,1,235.9,
236,부여,1986-08,24.6,34.6,15.6,1005.2,86,260.3,1.1,276.7,
236,부여,1986-09,18.5,30.5,8.1,1011.3,86,151.8,.9,231.5,
236,부여,1986-10,11.7,25.4,-2.5,1018.5,83,79.1,.8,222.9,
236,부여,1986-11,5.1,18.2,-5.5,1023,77,40.4,1,200.1,
236,부여,1986-12,2.2,14.6,-8.6,1022.1,83,50.1,1.1,158.3,.5
236,부여,1987-01,-1.5,10.2,-16.2,1023.4,78,71.9,1.5,208.7,11.2
236,부여,1987-02,.8,14.9,-11.3,1020.2,76,36.4,1.7,204.8,6.2
236,부여,1987-03,4.6,17.6,-8.4,1016.3,74,36.4,1.6,245.2,.5
236,부여,1987-04,10.6,25.6,-3.5,1015.4,73,71.8,1.4,255.1,
236,부여,1987-05,16.7,31.4,4.3,1011.7,75,73.3,1.3,298.2,
236,부여,1987-06,21.8,32.9,12.6,1006.9,79,141.1,1.1,279.1,
236,부여,1987-07,23.8,33,17.7,1003.7,89,910.4,1.1,217.3,
236,부여,1987-08,24.9,32.8,18.6,1005.5,90,621.6,1.3,213.4,
236,부여,1987-09,19.2,29.5,3.2,1012.8,80,25.9,1.2,270.5,
236,부여,1987-10,14.4,29.3,-.4,1017.2,78,79.7,1.1,218.6,
236,부여,1987-11,6.8,22.1,-8.8,1020.8,78,64.5,1.1,196.3,
236,부여,1987-12,.6,15.6,-10.8,1023.4,74,4.5,1,204.5,5.8
236,부여,1988-01,-1.4,11.4,-13.2,1022.1,70,19.7,1.1,207,6.3
236,부여,1988-02,-1,13.8,-12,1023.6,67,3.2,1.4,218.4,1.3
236,부여,1988-03,3.7,17.1,-8.8,1018.5,67,51.9,1.5,242.7,6.5
236,부여,1988-04,10.8,26,-2.9,1014.1,68,71.8,1.6,292.8,
236,부여,1988-05,17.5,29.6,3.3,1009.6,67,56.4,1.3,308.9,
236,부여,1988-06,22.2,30.9,11.9,1004.6,78,53.3,1.2,290.7,
236,부여,1988-07,25,33.4,16.9,1004.8,85,369,1.5,238.8,
236,부여,1988-08,25.6,35.3,15.7,1005.4,78,80.8,1.1,305.4,
236,부여,1988-09,20.5,31.5,8.2,1011.3,76,28.1,1.3,280.9,
236,부여,1988-10,13.4,27.3,-2.6,1016.2,74,7.6,1.1,263.6,
236,부여,1988-11,4.4,19.1,-6.1,1018.6,76,57.3,1.1,225.4,8.1
236,부여,1988-12,.3,15.5,-9.7,1023.1,79,29.7,1,191.6,12.7
236,부여,1989-01,.8,10.7,-11.2,1022.7,82,92.4,1.3,137,.3
236,부여,1989-02,2.2,13.5,-10.8,1020.9,76,65.7,1.4,191.4,8.8
236,부여,1989-03,5,17.6,-7.6,1016.9,74,99.9,1.7,273.5,
236,부여,1989-04,12.9,29.7,-1.4,1012.4,68,29,1.4,312,
236,부여,1989-05,17.2,28.5,4.9,1009.8,76,48.6,1.8,315,
236,부여,1989-06,20.5,31.2,11.5,1006.8,82,259.9,1,261.9,
236,부여,1989-07,24.6,35.1,15.4,1006.8,85,328,1.2,260.2,
236,부여,1989-08,25.3,35.5,17,1005.5,80,240.5,1.4,287.5,
236,부여,1989-09,19.9,30.6,7.6,1010.4,82,309.7,1.1,224.9,
236,부여,1989-10,12.2,25.5,-1.9,1017.3,76,16.4,1,254.2,
236,부여,1989-11,6.7,19.5,-5.7,1022.5,78,94.6,.9,172.6,2.3
236,부여,1989-12,1.5,15.6,-7.4,1022.2,79,8.9,.8,184.7,2.9
236,부여,1990-01,-2.1,9.6,-20.4,1024.6,77,68.9,1.1,173.5,15.4
236,부여,1990-02,3.1,14.8,-12.6,1023.1,80,108.1,1.1,152.3,11.1
236,부여,1990-03,6.6,23.2,-6.3,1018.6,78,94.6,1.3,234.6,
236,부여,1990-04,11.1,29.8,-1.2,1012.5,80,94.4,1.4,257,
236,부여,1990-05,16.5,29.6,4.6,1013.1,83,118.6,1.4,238,
236,부여,1990-06,21.4,31.8,12.9,1006.1,86,329.8,1.4,215,
236,부여,1990-07,25.8,36,16.2,1004.5,82,390.7,1.1,243.2,
236,부여,1990-08,26.3,36.6,18.3,1005.5,77,195.4,.7,272,
236,부여,1990-09,21.2,33.3,9.6,1012,79,152.2,.9,203.6,
236,부여,1990-10,13.6,26.6,1.5,1018.3,77,3.9,.7,240.8,
236,부여,1990-11,9.2,21.7,-2.8,1020.6,80,55.5,.9,156.4,
236,부여,1990-12,1.1,16.4,-14.7,1022.6,81,27.3,1.1,143.9,12.5
236,부여,1991-01,-1.4,11.5,-14.1,1023.5,78,11.7,1,179.8,3.5
236,부여,1991-02,-.8,10.5,-16,1021.6,75,45.2,1,161.6,2.5
236,부여,1991-03,4.7,19.2,-6.4,1019.6,75,96.6,.9,195.4,1.1
236,부여,1991-04,11.6,25.4,-5.5,1015,69,80.6,.9,273.8,
236,부여,1991-05,16.9,31.2,2.7,1010.8,71,95.8,1.1,270.4,
236,부여,1991-06,22.2,30.8,14.8,1005.2,81,140.5,.7,232.2,
236,부여,1991-07,24.8,33.8,17.2,1003.4,88,267.4,1.2,134,
236,부여,1991-08,24.6,34.8,14.5,1005.3,82,125.7,.7,253.2,
236,부여,1991-09,20.1,31.7,8.7,1011.2,84,212.2,.6,204.7,
236,부여,1991-10,12.1,27.2,-.4,1016,76,19.5,.6,264.2,
236,부여,1991-11,5.1,19.2,-6.4,1023.2,74,30.2,.5,198.9,
236,부여,1991-12,1.7,16.3,-9.8,1023.4,78,46.6,.5,148.9,8.1
236,부여,1992-01,-.2,10.1,-9.6,1023.4,76,13.2,.5,154.9,4.9
236,부여,1992-02,.4,18.8,-10.5,1020.2,73,18.7,.9,208.6,4.5
236,부여,1992-03,6.5,20.1,-5.2,1019.8,76,46.1,.8,184.7,
236,부여,1992-04,11,23.9,-1.1,1011.2,70,102.9,1.1,260.3,
236,부여,1992-05,15.8,30.2,3.1,1010.3,66,109.1,1,276.6,
236,부여,1992-06,20.3,31.6,7.3,1007.2,64,46.7,.8,274.5,
236,부여,1992-07,25.1,34.5,16.4,1006.3,72,161.5,1.1,238,
236,부여,1992-08,24.6,33.7,18.4,1007.4,72,415.4,.9,217.5,
236,부여,1992-09,19.5,32.1,4.7,1011.1,67,179,.8,188.1,
236,부여,1992-10,12.6,26,-.5,1018.6,71,15.5,.6,223.9,
236,부여,1992-11,5.5,19,-9.1,1022.9,67,60,.6,166.8,
236,부여,1992-12,1.3,13.9,-12,1023.4,79,54.5,.5,135.6,13.6
236,부여,1993-01,-1.8,9.1,-13.1,1024.3,71,4.8,.4,179.1,3
236,부여,1993-02,.8,19.1,-9.3,1020.3,64,73,.5,170.1,.7
236,부여,1993-03,4.4,19.2,-8,1019.1,62,25.5,.4,189.3,
236,부여,1993-04,10.2,26.3,-4.8,1014.5,57,34.5,1.3,215,
236,부여,1993-05,17.1,31.8,6,1010.9,64,116,1.2,222.1,
236,부여,1993-06,21.1,30,11.6,1004.4,71,260,1.3,158.7,
236,부여,1993-07,23.1,32.1,14.7,1004.8,73,273.5,1.3,121.6,
236,부여,1993-08,22.1,31.5,12.7,1006.4,70,284,1,136.2,
236,부여,1993-09,19.6,30.1,7.4,1012.6,73,98.5,1,230,
236,부여,1993-10,11.5,25.4,-1.6,1019.5,76,34,1,220.4,
236,부여,1993-11,7.9,20.5,-6.9,1022.3,73,89.5,1.3,99.4,2.1
236,부여,1993-12,-.1,10.6,-16.4,1025,77,21.9,1.1,154.5,15.5
236,부여,1994-01,-1.9,11,-19.6,1022.1,74,18.5,.8,165.8,13.5
236,부여,1994-02,.3,12.6,-10.2,1019.3,57,14.4,1.2,179.4,11.2
236,부여,1994-03,3.2,19.6,-8.3,1021,64,54.4,1.4,217.4,7.3
236,부여,1994-04,13.5,27.9,-1.2,1013.3,58,41,1.4,214.4,
236,부여,1994-05,17.1,29.6,3.8,1007.7,63,137,1.6,206.6,
236,부여,1994-06,21.5,33.7,9.4,1007.1,67,137.5,1.2,207,
236,부여,1994-07,28.2,37.7,22,1005.5,75,96.5,1.3,232.8,
236,부여,1994-08,26.8,35.9,16.1,1008.7,73,286.5,1.4,214.6,
236,부여,1994-09,19.4,33,7.6,1010.6,76,34,.9,233.2,
236,부여,1994-10,13.6,25.9,-.9,1018.2,77,162,1,187.6,
236,부여,1994-11,7.8,21.5,-5.5,1024,78,23,.8,172.5,
236,부여,1994-12,1.5,15.6,-11.6,1025.9,77,25,1,153.6,4.2
236,부여,1995-01,-2.2,12.5,-15.8,1023.8,75,22.6,.9,182.7,11.2
236,부여,1995-02,-.2,12.7,-11.7,1022.2,69,23.5,.8,185.5,3
236,부여,1995-03,5.2,18.2,-5.9,1017.2,64,24.4,1.5,172,1.4
236,부여,1995-04,10,28.1,-5,1014.6,58,62,1.3,229.2,
236,부여,1995-05,15.9,29.6,1.5,1011,62,59.5,1.4,202.1,
236,부여,1995-06,21.2,30.4,11.2,1005.9,70,34.5,1,196.7,
236,부여,1995-07,24.7,32.7,16.8,1006.5,80,171.5,1.2,121.5,
236,부여,1995-08,26.2,34.8,18.4,1009.5,82,839,1.2,189.2,
236,부여,1995-09,18.8,29.9,7.7,1014.1,79,46.5,.7,191.5,
236,부여,1995-10,13.9,27.4,2.8,1017.7,73,22,.6,199.7,
236,부여,1995-11,4.7,20.4,-7,1020.3,74,15,.7,182.8,3.5
236,부여,1995-12,-1.7,9.8,-12.5,1025.3,76,5.7,.6,151.9,5.1
236,부여,1996-01,-1.8,10.6,-12,1023.2,71,26.4,.7,189.4,1.8
236,부여,1996-02,-1.7,16.5,-13.9,1023.6,67,2.8,1,200.4,.7
236,부여,1996-03,4.2,17.6,-8,1017.6,71,131,1.1,181.1,
236,부여,1996-04,9,27.4,-4.8,1016.9,66,45,1,241.2,
236,부여,1996-05,17,30.6,4.9,1011.7,68,33,.9,232.3,
236,부여,1996-06,21.6,32.9,12.2,1005.5,81,289,.8,114.9,
236,부여,1996-07,24.9,35.4,15.9,1007.2,80,235,.9,203.3,
236,부여,1996-08,25.9,36.3,17.9,1007.7,78,67,.6,188.3,
236,부여,1996-09,20.2,31.2,6.6,1012.2,70,16,.4,193.4,
236,부여,1996-10,13.3,25.7,-2.9,1017.8,70,90.5,.5,174.5,
236,부여,1996-11,6.7,20.3,-5,1021.4,70,76,.6,142.2,10.2
236,부여,1996-12,.5,16.2,-13,1021.9,74,35,.4,172.5,18.4
236,부여,1997-01,-2.5,11.6,-14.2,1022.2,69,9,.6,171.3,4.6
236,부여,1997-02,-.1,15.5,-11.1,1022.2,65,54.9,.7,199.9,2.1
236,부여,1997-03,5.9,21.9,-5.7,1020.5,63,44,.9,232.1,
236,부여,1997-04,11.9,24,-1.2,1015.3,56,70,.9,238.1,
236,부여,1997-05,16.9,29.3,3.3,1007.5,70,229.5,1,183.4,
236,부여,1997-06,22.6,34.7,11.1,1006.7,70,236.5,.7,211.1,
236,부여,1997-07,25.7,36.2,16,1006,74,404.5,.7,164.7,
236,부여,1997-08,26.2,34.7,18.4,1007.4,75,263,.8,214.1,
236,부여,1997-09,19.7,32.6,6,1013.2,71,24.5,.8,209,
236,부여,1997-10,12.5,27.4,-3.6,1017.3,68,8,.8,217.7,
236,부여,1997-11,8.1,22.6,-5,1020.7,74,219.5,.7,141.6,
236,부여,1997-12,1.6,15.1,-10.1,1024.2,76,39.5,.7,126.4,7.5
236,부여,1998-01,-1.4,10.9,-16.3,1023.7,78,40.6,.9,124.1,14.9
236,부여,1998-02,3.1,17.1,-8.6,1020.8,70,47,1.1,139.3,5.1
236,부여,1998-03,6.6,22.3,-4.3,1019.7,65,45,1.2,191.6,
236,부여,1998-04,15.1,29.3,-.9,1014,72,200.5,1,147.6,
236,부여,1998-05,18.2,32.4,7.3,1012.7,65,130.5,1.1,198.1,
236,부여,1998-06,21,31.3,11.2,1007.2,77,324,1.4,141.2,
236,부여,1998-07,25,32.6,19.8,1004.6,82,323,1.8,151,
236,부여,1998-08,25.3,33.4,17.3,1006.8,84,451.3,1.2,113.2,
236,부여,1998-09,22.1,34.1,10.8,1011.3,77,313.1,1.1,174.7,
236,부여,1998-10,16,28.3,2,1016.8,74,75.5,1,183.2,
236,부여,1998-11,7.4,23.3,-5.2,1020.2,68,46.3,1.1,176.9,14
236,부여,1998-12,2,15.1,-8.2,1025.1,61,3.5,.8,179.9,
236,부여,1999-01,0,14.2,-11.5,1022.3,60,3.5,1.1,171.9,2.8
236,부여,1999-02,1.1,13.9,-14.2,1022.6,61,10,1.2,158.1,4.9
236,부여,1999-03,6.7,20.6,-4.9,1017,53,75.7,1.4,168.3,
236,부여,1999-04,13.2,30,-1.6,1013.6,58,92.5,1.5,226.8,
236,부여,1999-05,17.2,30.6,5.7,1010.4,67,127.5,1.4,233.3,
236,부여,1999-06,22.9,34.2,13.9,1007.3,69,203,1,220.3,
236,부여,1999-07,25.3,34.7,17.4,1004.6,76,149,1.5,171.7,
236,부여,1999-08,25.8,35.8,18,1006.4,78,119.5,1.2,168.2,
236,부여,1999-09,22.6,32.9,13.3,1010.7,78,426,1.2,141.3,
236,부여,1999-10,13.6,26.1,-.1,1018.8,74,290,.8,158.5,
236,부여,1999-11,7.3,20.2,-3.3,1021.2,74,15.5,.7,149.3,.7
236,부여,1999-12,.3,13.1,-12.7,1025.2,75,17.4,.4,137.8,5.9
236,부여,2000-01,-1,11.5,-15.3,1024.8,71,41.4,.5,119.3,10.2
236,부여,2000-02,-1.1,10.7,-12.5,1022.3,64,2.3,.5,176.2,
236,부여,2000-03,5.3,20.4,-8.8,1017.3,63,14.1,.7,204.2,
236,부여,2000-04,11.2,24.7,-4.6,1012.1,57,62,1.6,216.6,
236,부여,2000-05,17.1,33.3,4.5,1009.5,65,40,1.5,204.2,
236,부여,2000-06,22.7,33.7,12.1,1006.3,69,248.5,.7,176.5,
236,부여,2000-07,26.5,35.2,17.5,1005,76,248.5,.9,163.5,
236,부여,2000-08,26.4,35.1,18,1007.6,78,543,1.5,,
236,부여,2000-09,20.1,31.6,10,1011.6,76,238.5,1.5,,
236,부여,2000-10,14,28.2,0,1018.5,72,39,.9,63.4,
236,부여,2000-11,6,22.1,-6,1023.6,69,29.5,1.1,139.1,
236,부여,2000-12,.7,15.4,-11.1,1023.7,66,13.8,1.2,164.8,1.8
236,부여,2001-01,-2.3,9.3,-16.8,1022.6,68,65,1.5,140.8,12.4
236,부여,2001-02,.6,16.3,-11.7,1023.2,64,69.5,1.2,165.9,.6
236,부여,2001-03,4.8,23.1,-8.3,1015.2,59,9.8,1.7,297.5,3.4
236,부여,2001-04,12.3,28.6,-3.4,1015,57,25,1.4,314.7,
236,부여,2001-05,19,31.6,6.8,1009.7,63,23.5,1.4,337.8,
236,부여,2001-06,22.9,34.2,12.8,1006.4,71,132,1.3,282.4,
236,부여,2001-07,26.8,35.5,19.5,1006.3,77,216,1.4,309.1,
236,부여,2001-08,26.2,37,16.3,1008.3,71,98,1.2,329.4,
236,부여,2001-09,21.8,33,8.3,1012.9,60,10.5,1.4,315.5,
236,부여,2001-10,15.1,26.7,4.8,1017.5,75,76.5,1,267.1,
236,부여,2001-11,5.7,18.5,-4.6,1021.4,73,10.5,.9,221.4,
236,부여,2001-12,-.4,13.8,-9.6,1026.8,67,16.3,1,186.7,6.2
236,부여,2002-01,.8,17,-12.6,1020.5,73,72.3,1.4,163.2,6.6
236,부여,2002-02,1,15.3,-9.1,1023.5,70,6,1,189.7,1.3
236,부여,2002-03,7,21.5,-6.6,1016.9,65,32.5,1.5,243.4,
236,부여,2002-04,13.4,29.7,.4,1014.3,62,142.5,1.7,255.5,
236,부여,2002-05,16.9,28.6,8.6,1011.1,72,159,1.4,223.6,
236,부여,2002-06,21.6,33,12.3,1006.9,69,70.5,1.3,275.9,
236,부여,2002-07,25.1,35.5,18,1003.7,80,208,1.4,230,
236,부여,2002-08,24.2,34.7,19.2,1006.9,86,358.5,1.4,159.6,
236,부여,2002-09,20.2,32.2,9.8,1013.3,78,57.5,1,220.2,
236,부여,2002-10,11.3,24.8,-2.7,1017.1,73,78.5,1.1,205.1,
236,부여,2002-11,3.6,18,-6.1,1021.3,68,31.5,1.1,178.8,3
236,부여,2002-12,1.2,16.5,-10.3,1024.8,71,57.2,1.1,169.2,16.6
236,부여,2003-01,-3.5,9.1,-17.3,1023.4,74,24.2,1.1,181.3,11.1
236,부여,2003-02,1.4,13.3,-9.8,1021.7,69,59,1,164.2,
236,부여,2003-03,5.3,20.8,-6,1020.4,63,52,1.4,209.8,1.1
236,부여,2003-04,11.9,25.5,.6,1014.1,62,208.5,1.5,198.7,
236,부여,2003-05,18.2,30.2,3.4,1011.3,64,144.5,1.4,261.2,
